case_name,incident_date,incident_name,incident_tx_hashes,source_url,incident_record_sha256,tx_hash_count,reconstruction_status
nomadbridge,2022-08-02,Nomad Bridge,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,f0e573be780bf95556815ae6a155d116aa4254dfcd4a7c5269af5861099aa70d,0,requires_additional_incident_tx_source
bxh,2022-09-28,BXH,"[""0xa13c8c7a0c97093dba3096c88044273c29cebeee109e23622cd412dcca8f50f4""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,a1060132f6e66172264c33da043d90c8cc843f22a10c916489986b84d49d9def,1,ready_for_dual_provider_receipt_reconstruction
dpc,2022-09-09,DPC,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,39fdd2dcab396ec29da33a0d4ccb40047cd6e46be431607901546351eb00b22b,0,requires_additional_incident_tx_source
shadowfi,2022-09-02,ShadowFi,"[""0xe30dc75253eecec3377e03c532aa41bae1c26909bc8618f21fb83d4330a01018""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,2674bd359af18771b2693c9eb18c461d64e49e1bff2cb37031a9c1f7353fce91,1,ready_for_dual_provider_receipt_reconstruction
atk,2022-10-12,ATK,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,c060298c8207aea642918805b16e34a6388f1cdff91137616c2376ab65aefa7f,0,requires_additional_incident_tx_source
bego,2022-10-20,BEGO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,58e9a445670a0e0c48d6d59284a10a8d17e71910bd1fb01d740c18be48ca6e61,0,requires_additional_incident_tx_source
babyswap,2022-10-01,BabySwap,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,648b0e42186edd74db255dcbf89e94b86ef3204992ab4ef6515281ec8cb35351,0,requires_additional_incident_tx_source
roi,2022-09-08,Ragnarok Online Invasion,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,bccbb202669b05e37194493de31af6ac45210bb1e2e41b89b2e016ed27d84076,0,requires_additional_incident_tx_source
thb,2022-10-01,Thunder Brawl,"[""0x57aa9c85e03eb25ac5d94f15f22b3ba3ab2ef60b603b97ae76f855072ea9e3a0""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,7dca945bd8148fff011da7673f1abf279d12de9422033958c42671c508a3d844,1,ready_for_dual_provider_receipt_reconstruction
carrot,2022-10-10,Carrot,"[""0xa624660c29ee97f3f4ebd36232d8199e7c97533c9db711fa4027994aa11e01b9""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,4d96e3a73a95448bc7213d2d443106421b0f7cd0bbcc86d258822892334817da,1,ready_for_dual_provider_receipt_reconstruction
