case_id,case_name,chain,input_row_sha256,envelope_path,envelope_sha256,counter_authority,historical_snapshot_status,historical_snapshot_source_receipt_sha256,historical_snapshot_identity_receipt_sha256,historical_snapshot_source_provider_family,historical_snapshot_identity_provider_family,historical_snapshot_schema_valid,historical_snapshot_hash_bound,case_artifact_path,case_artifact_sha256
ca2-5ec981d26607ce3dec41,- ThoreumFinance,bsc,59da8fdd67d895e05e3eb415c109c1bb28d1416e6bfb6e7b70625e4eaa2f1240,cases/ca2-5ec981d26607ce3dec41.json,8da1495b2b7328bc068e682420be8eb594e47782487b42f1ac99fc0fae3119ec,true,HISTORICAL_SNAPSHOT_VERIFIED,05edddd45d9a7e9557a070a9ff070c7ee36826bf5762723be77a15472b1c2d50,05edddd45d9a7e9557a070a9ff070c7ee36826bf5762723be77a15472b1c2d50,alchemy,infura,true,true,cases/ca2-5ec981d26607ce3dec41.json,327ab29e522b4ab457a12320b2bc6a1d2663234c846ba10d60f2ad793f1c2662
ca2-c9c1817a98610ef26f01,88mph,ethereum,45a37210aad0a6002b9a69c89f8a8d7f8243bb0797c992dc1067b223b179dd2e,cases/ca2-c9c1817a98610ef26f01.json,15c822e8bc7113127c96abdcd8f54a53f6f06a6fd3f112e681bb8bb68565e0fb,true,HISTORICAL_SNAPSHOT_VERIFIED,312d5906d87bf8cb49653b13954a310009d5af0dcfaa23f06f3bcc92c6e74c46,312d5906d87bf8cb49653b13954a310009d5af0dcfaa23f06f3bcc92c6e74c46,alchemy,infura,true,true,cases/ca2-c9c1817a98610ef26f01.json,6d1eaa4deb9e8ffe4a546518cf32a540d619906eecdf94438528b5a893200426
ca2-6330139e9160d6464fd9,ATMBlindBox,bsc,bda3b3c4cdd9eaf5cd022152504ce35ccf423df50df9676fa13f44f05759fe0a,cases/ca2-6330139e9160d6464fd9.json,87d83acd1b3e1c565750fdcf2079f8a58c7ce5861a4f2bdd8a05f02e2786e908,true,HISTORICAL_SNAPSHOT_VERIFIED,c4c2c7b372db5a3196062dba8a481081e5bd2616741893336c3b83454e7b5276,c4c2c7b372db5a3196062dba8a481081e5bd2616741893336c3b83454e7b5276,alchemy,infura,true,true,cases/ca2-6330139e9160d6464fd9.json,06b07c611681eef75beab28f20de34fd097e3a60452fef87f7b388e0f494b9e2
ca2-ea9f778a9d9aef43fc02,ActivePoolUrgentRedemption,ethereum,e8a626c410a80d0262cc65279a3faab09c02b13a796b89fae7f9cec722ec7efe,cases/ca2-ea9f778a9d9aef43fc02.json,a0ec8c211e34d357e92ad5d37a72b994605fdcc62bad62738ae1c812752d45d9,true,HISTORICAL_SNAPSHOT_VERIFIED,5381211fd1c4be4cd8429061c701f1ea18b596954e49def47aab35acd6f31e3f,5381211fd1c4be4cd8429061c701f1ea18b596954e49def47aab35acd6f31e3f,alchemy,infura,true,true,cases/ca2-ea9f778a9d9aef43fc02.json,4a7462cc29fc477884e17c7db60db8c308b58a9b911fbe6c84aa5a28f632e6e7
ca2-5600aac7a0790bee4d8c,AutoPooledTradingBot,ethereum,1833a7f26d81283ee606a937184e4fc6c98025096d855baa01929acdd7f68e8d,cases/ca2-5600aac7a0790bee4d8c.json,52aec6d5472dc8d26b2a9c1ab00322fad130302780473f7e4beb3389dc1678b4,true,HISTORICAL_SNAPSHOT_VERIFIED,1f6e7860f305575e04819ca02a389779d5a8606f8e2b24cb478b30875daa617c,1f6e7860f305575e04819ca02a389779d5a8606f8e2b24cb478b30875daa617c,alchemy,infura,true,true,cases/ca2-5600aac7a0790bee4d8c.json,11387038cc1c2812aaf2426998a8b53452279f3730499845f2380de7207ecd5b
ca2-5e2c8b988ed2dd09b840,BaseBebopSettlement,base,9783d7d2bf87ce5ec347e58f708aa069a72002c1a50cf4379971bcd84353fb34,cases/ca2-5e2c8b988ed2dd09b840.json,7a625bce7c2ed905de9ed137f54dd7635c2026969b11026c7c732bcda574a128,true,HISTORICAL_SNAPSHOT_VERIFIED,80d78f3b013ad4d590f916a5336257e46861b774b88817bb58664076d084099e,80d78f3b013ad4d590f916a5336257e46861b774b88817bb58664076d084099e,alchemy,infura,true,true,cases/ca2-5e2c8b988ed2dd09b840.json,dc6b9962ebd21273a3a2f1817cd5ab9d149aa352efbcdd473252d334c0996b8d
ca2-324926ca92042b3a084e,BetaPresale,bsc,90a55a646a6f508b6813781b5213818eb9c680936f8bd4d75af3a396e28cbcad,cases/ca2-324926ca92042b3a084e.json,d7bfda6370c4fb490dda39b6cc5a5474293f7e47178e78553ed092f889dce68f,true,HISTORICAL_SNAPSHOT_VERIFIED,4ae63441fef89850b598b44ffba0a4648ffa32256f5bc935f70852f01590efad,4ae63441fef89850b598b44ffba0a4648ffa32256f5bc935f70852f01590efad,alchemy,infura,true,true,cases/ca2-324926ca92042b3a084e.json,ed29ca8d4cb9b40cfc93b281cb97bc4e4fc6906814d1f9acfd549bf03058ae18
ca2-5d15ea73c6fd71a4407d,BitCrown,bsc,9bcee2f2ca227dc0a9d77c8ca8f11ea3cfc14327ba3cc11a440673a55942ae78,cases/ca2-5d15ea73c6fd71a4407d.json,e7f47610afdd4e35faf8ac517ece342e49d3fd16abbca98e226af674d2e4478c,true,HISTORICAL_SNAPSHOT_VERIFIED,659494c41d9e37cfcb8a8d0bc41b6d70435ef3338a845c90582a428d3b14c451,d624ca847361d60e2e1d2988dbde9b3fbdc16dd52125ab9ce14e935e48a21a2d,alchemy,infura,true,true,cases/ca2-5d15ea73c6fd71a4407d.json,0612b273c84973b1b7473ef9ceea33ae992b09ffe0a717eda743a4143df3079e
ca2-2fce7b426138574319d9,Bitallx,bsc,caed93e38b029c6fe08a28ab8ae886c4b513e98381161bf78f13488baefbdc72,cases/ca2-2fce7b426138574319d9.json,10fe9028283286f7ab257c910fff54ef096ee1f449710b8818f5a38c08391fa2,true,HISTORICAL_SNAPSHOT_VERIFIED,687e89193934ae97b9131e680e537feb43600cc42824acbd5d80ee626baf03a2,687e89193934ae97b9131e680e537feb43600cc42824acbd5d80ee626baf03a2,alchemy,infura,true,true,cases/ca2-2fce7b426138574319d9.json,0249290dff9eb876f59256d5bbe0607bbffaa37c8ffb2f9a92f058a3f48ea080
ca2-b801a4d001ea7844b2c0,CookFinanceIssuance,bsc,353d1289291f7e39ed73e76c835d6f2d11b1dc67716b65e1db09b05ca25c7a57,cases/ca2-b801a4d001ea7844b2c0.json,3ae6dfe40a7d753b61eafe5a73e2bd357e58e02b9513780bba329c8492921695,true,HISTORICAL_SNAPSHOT_VERIFIED,281b806a75f5a5997ba797b9779704c2ee90452624f6d482bc164afa48d41ba7,b00f2cfb836b43943620b180c7f1102a4fdad24ef6627ff4735a26c3b73644fe,alchemy,infura,true,true,cases/ca2-b801a4d001ea7844b2c0.json,bf3bf80b72e71f499b3e8344c65a2bb26a3c78adc7c109dca5ca404ee3652936
ca2-549aa2c44edd65acedb7,Crosswise,bsc,ec8a3a51ddf2729a249cab15c46b7dc1ac4a9fad277c24b8b06193d1ed65c921,cases/ca2-549aa2c44edd65acedb7.json,74660f53ba1a759d831ab1df5bff25b137f5ec3955d605b2d01d2ff32294578f,true,HISTORICAL_SNAPSHOT_VERIFIED,7261151e1f0fedee0e6aa13426f0e5ae1726e1a75e1d54836cd5a90fb7811155,7261151e1f0fedee0e6aa13426f0e5ae1726e1a75e1d54836cd5a90fb7811155,alchemy,infura,true,true,cases/ca2-549aa2c44edd65acedb7.json,83405d6b3b989be514ae151946339882ad1804cec49bd5fb359ac843169a23d5
ca2-f7368dc0ef887de15bf4,DEXRouter,bsc,9a584b457d9a9338738719fc8e7d570a1e0de01a78fbe5629ab37176035db860,cases/ca2-f7368dc0ef887de15bf4.json,0a7184dc9c8e6fa8d50a8be1f9aa1d4641b2f38c369db60b31eae23cc57b2036,true,HISTORICAL_SNAPSHOT_VERIFIED,ed08a0deab5a0dbde03a81d8995d10bac1ec30b3bd4fd7b67f6c351a19b6b9f5,32f9f6e56108cba4d4be09e1e39b7673d7ce7cffb9c46af34e7df0357b554ccc,alchemy,infura,true,true,cases/ca2-f7368dc0ef887de15bf4.json,2ccf240e55f3d28a6995162965df795efb283f17b0e92843892792e8318bac27
ca2-9d76878011d42a78b09a,DLMC,bsc,ba932f54db362f76e5b98721926b758e1f54c777239dcb6736e806212d700715,cases/ca2-9d76878011d42a78b09a.json,483e8c38ef9e1c767ddb2ece15ad639534ae5ba911ad5ebd1371deb169b2eaff,true,HISTORICAL_SNAPSHOT_VERIFIED,d490e57e1896279eaf433c3c09aa8a49c549351bb4cb608c6c1cfea380d33c28,79bf7f88b70faf25217588abacb7856c7bda6eb9e4feb13bb100cb11674017e2,alchemy,infura,true,true,cases/ca2-9d76878011d42a78b09a.json,6383035a47d95f62bfa38d3799cf9a181c1e132aae659469a6aeee8c52c23750
ca2-0fd406d4a5d581dc9171,DogeAlliance,bsc,5a774067dcb98146f6a8f828d159be8045291b4a98e3c021d323d9575b8cbbcf,cases/ca2-0fd406d4a5d581dc9171.json,c3cae99fcf49a6a469e59686ec2270b5cd3e7bb7a1ce571c087c95ba6013ee6e,true,HISTORICAL_SNAPSHOT_VERIFIED,34ab7cbf3111f4a3a326cc62469eabf790a4404e3a2d99ea4d716883721448b5,34ab7cbf3111f4a3a326cc62469eabf790a4404e3a2d99ea4d716883721448b5,alchemy,infura,true,true,cases/ca2-0fd406d4a5d581dc9171.json,d574ee91dabbc2ab560a095dc87ff293b7c3c79c39e61f51a603de3e1cca45ab
ca2-5015a9e901810cc6c613,Dumbo,bsc,a01b098ef01b9c04b0dd97b2dc2e5ed2e79ffa37428d5d4e3279c1be9d29b409,cases/ca2-5015a9e901810cc6c613.json,05fb3bad7d98f02426c280e66b6a4db692e2863fa2e869d578fc2fddfc4837f8,true,HISTORICAL_SNAPSHOT_VERIFIED,b0e644524bbe9243486b4ff4236ca169eac168d9da273f9daabb6f82f0f4cdc6,b0e644524bbe9243486b4ff4236ca169eac168d9da273f9daabb6f82f0f4cdc6,alchemy,infura,true,true,cases/ca2-5015a9e901810cc6c613.json,0c0cf1d99f01a7d9f962db8f884b4b1134b85fc60e3d7a65d2137416f35c922f
ca2-30b42ce7f2f4b08cf742,FlyLong,bsc,cc4b2762da62f7bb2b772b6f6579b716db9b7a9ea3fe223b21c41be59e6867ec,cases/ca2-30b42ce7f2f4b08cf742.json,a597ecf1c783d662367c737b55fdcd7ed5a0bcd152abbd73f5efa6700c05156e,true,HISTORICAL_SNAPSHOT_VERIFIED,5dc97ec651bbec4f6390200e1e68e47857df3f87f33ee7adedfd5ae276745cf3,e131857ded7235338d2a9224f883d8dcd1203c71eda1c9a6ce44afa9059f557c,alchemy,infura,true,true,cases/ca2-30b42ce7f2f4b08cf742.json,dcd28f78398d9c0ea782db7c01f372202282b1c198bcee26d033eef270e4a4da
ca2-ba9bcac83757e0db9b90,GMT7,bsc,56f8948ac992c08becf803b05502de667517729c9cef2bee50bbe2700d2dd239,cases/ca2-ba9bcac83757e0db9b90.json,70ffb44f86543e55581cd8a463df40edb184a3ee328029d24198e07724122d3e,true,HISTORICAL_SNAPSHOT_VERIFIED,532ed2731b4f2dcc86bc05aaecb46cfbbe146509ed929b627659d98745d10f72,532ed2731b4f2dcc86bc05aaecb46cfbbe146509ed929b627659d98745d10f72,alchemy,infura,true,true,cases/ca2-ba9bcac83757e0db9b90.json,7e88805723fea694910c2c83b6f5d337f64b6945568421f2df3c0d2dcdddcc28
ca2-0064b472336ec4210007,GiddyVaultV3,ethereum,53dfe0b0c269ac5033871ea809146c9ff40b45e9fa040c791fe3ca6a432f2048,cases/ca2-0064b472336ec4210007.json,9d8f3ab9a143f25f662e060179382e29d8320845d6e4d3f221921377d935885d,true,HISTORICAL_SNAPSHOT_VERIFIED,eb62895cfee52663b4ee83c6191e58e519529a1d6c010069ddc04d7ee1924da9,eb62895cfee52663b4ee83c6191e58e519529a1d6c010069ddc04d7ee1924da9,alchemy,infura,true,true,cases/ca2-0064b472336ec4210007.json,c5a9af3ff22581bc61c9906e17210a670b6dca54fcbc913b747d879146f034eb
ca2-a1a34caf1169e8bc37ff,GoldReserve,bsc,f6bf844d1c0dca420ded301e45e67f0469af625f936b8eabeeff46a1333d5b75,cases/ca2-a1a34caf1169e8bc37ff.json,516b0ada6eeeb9912230b90dd775d31ed3ada0ddca87392a81a535f6a5b8594a,true,HISTORICAL_SNAPSHOT_VERIFIED,f6015a25ccd5af3c0d20187c8cea9eccdf6e8498e83bbca9392adadeb7d19183,f6015a25ccd5af3c0d20187c8cea9eccdf6e8498e83bbca9392adadeb7d19183,alchemy,infura,true,true,cases/ca2-a1a34caf1169e8bc37ff.json,f46c3902cb6d09f76fac265a104fa736e0ee6708098b2b680df1b508d4c738ac
ca2-d6090a50e7b7e86d2afd,HORS,bsc,485e9be5ba83e66354a962e30c515fd4cc7b4f5238aae3e8f16450e5f9d0c905,cases/ca2-d6090a50e7b7e86d2afd.json,a2212b5ab18975d28a50041a52d6d9fe1ef071719fa999402ac31ede455e7d22,true,HISTORICAL_SNAPSHOT_VERIFIED,ccee26f1efd84e0b249464df5a68ad928990a72739f469b436e5feb7ceace7b3,ccee26f1efd84e0b249464df5a68ad928990a72739f469b436e5feb7ceace7b3,alchemy,infura,true,true,cases/ca2-d6090a50e7b7e86d2afd.json,ab7b4180b6af74602860d8f0a8212b4ff0ad639e9a9312439ca59a327898e8ed
ca2-421dd5bf165b069c74f3,HoldSafe,bsc,d0db7ba5cb521ece80f151b553afdf1c4972fb368c1d2f642013d1df0e105b9c,cases/ca2-421dd5bf165b069c74f3.json,565b36975ee4d67344bb1eea3acfbad33ecc8ce58cb9a338256fc12beb60b539,true,HISTORICAL_SNAPSHOT_VERIFIED,2dcdd0227d10698f4e76314f8d871e12dde365b338893a5aa582279c036d01c7,3ff92473d122ac33436bb6c766bd40909fa97d6788cc8e9a782fc92828ee5c2a,alchemy,infura,true,true,cases/ca2-421dd5bf165b069c74f3.json,83c213af56933756693dd770fa1f2c3b84de5354c482e930491c6424848104dc
ca2-ce4de12cb6ec0aa01094,JUDAO,bsc,8d911697cb264d258df1835882fbcb2dd484f3b74207d15d1194fa8ea893ab8a,cases/ca2-ce4de12cb6ec0aa01094.json,9e22febe11df32139b0aa94f9817f96feeeb80593e4e51c6789bb407239ba268,true,HISTORICAL_SNAPSHOT_VERIFIED,87ca2ad4c1978a9320f8decce0c7213d6d9a6dd5569d10a23ccf58844a7750a4,5f3c7f63b7f92d9f700bb70c4bef44e880f7b912ce28a19603f62d7faaff7b52,alchemy,infura,true,true,cases/ca2-ce4de12cb6ec0aa01094.json,e472ed7573e4981fe94e962f8f09293a7d11f0c5479cab7b57a0a86d0aeb7dc3
ca2-2dee2c2a8e814aa3fa88,JuiceboxREVLoans,ethereum,85714a38447264178380a013ebf7b715cd3e206eac4c9b6187205b83aee3d7ae,cases/ca2-2dee2c2a8e814aa3fa88.json,ebbb1396b73bbe7810e57a554288f60dfe444077f8187eedf093ddc8256c2d8b,true,HISTORICAL_SNAPSHOT_VERIFIED,53bf4530ab827a18fec4b7cf48a8eabdd4f6fb4120646c5d4ffeb58fae494902,53bf4530ab827a18fec4b7cf48a8eabdd4f6fb4120646c5d4ffeb58fae494902,alchemy,infura,true,true,cases/ca2-2dee2c2a8e814aa3fa88.json,fe132651f9a620bfadde5e2ea974639fa6e361e0de2c1f3a9180395a11cfc08c
ca2-698cd40308a0d9b400f7,LBP,bsc,37b7bcfab141ef2303e581a8d16d7d39a7c54296040626f0eaa4e4ef08bdae3d,cases/ca2-698cd40308a0d9b400f7.json,29dfcc6dd513cc91e41ea1b3b90155436cb90ef479e2ec52d13050a73e93f3af,true,HISTORICAL_SNAPSHOT_VERIFIED,d79c29831c5a44c3c6bfd8c5046e15176ea764c41bb5733ba29f7a765c3b8661,2fc640f26af622863657c297c4ed43d87322a5462c8d61e967a8069a92160a0b,alchemy,infura,true,true,cases/ca2-698cd40308a0d9b400f7.json,30cf671e9c4332b30bce46cc95ba63dfdeccc656f9e630ececcb5a12628dd06b
ca2-c18bc2a1d0fa9e55db58,LeverageSIR,ethereum,2ae2c1ed598a413551c118896a1a19cec00594496015c157ea99662b783d312c,cases/ca2-c18bc2a1d0fa9e55db58.json,5a922fbb6c6c2bace600de24b9f7877006fa17143b20b3a94ad65c47152641f3,true,HISTORICAL_SNAPSHOT_VERIFIED,b37beb5895e6ce1dbbefb86e494ffb06a51037e641a534013d2331d68e3ddffd,b37beb5895e6ce1dbbefb86e494ffb06a51037e641a534013d2331d68e3ddffd,alchemy,infura,true,true,cases/ca2-c18bc2a1d0fa9e55db58.json,e91d6340c44100f279623b430438e4d1b4ac28ab1c91f16d10ceff01ee9933f4
ca2-8bd96b9bd5ce07a9bc18,MEVBOTa47b,ethereum,018f366fdb57e9871ea64d18173799024c7a0b684add9b2616e3851cbb36400e,cases/ca2-8bd96b9bd5ce07a9bc18.json,baae10df8c2079abcb7bc9d54c5229a35322702a00ecc80baf9ef9cebf69110d,true,HISTORICAL_SNAPSHOT_VERIFIED,4996196edb0f920c7c1f69b123e2fe402ecce605669a977604a276e91a5afe80,4996196edb0f920c7c1f69b123e2fe402ecce605669a977604a276e91a5afe80,alchemy,infura,true,true,cases/ca2-8bd96b9bd5ce07a9bc18.json,c8abf72cf7441d7ac88b651cd05fedf5fc35c484fad66635a39a2e46cf24e894
ca2-93a5245378ac7422b320,MEV_0ad8,ethereum,e5233ddf6bfe60909fd7ed1c165005347420a5bc070dd753024b444428ff9547,cases/ca2-93a5245378ac7422b320.json,4a5784854e28e03dfd774b01e12f8ae15b6013dd2e96ff5837502d6f5d1b1288,true,HISTORICAL_SNAPSHOT_VERIFIED,753b912546fa48a3fef82f294369a43a7084ad7d018245d348fb9d2d4707f8cc,753b912546fa48a3fef82f294369a43a7084ad7d018245d348fb9d2d4707f8cc,alchemy,infura,true,true,cases/ca2-93a5245378ac7422b320.json,aad0f79b5319477440145f99bc1475cf78563e71d3841ca04e8aaee8cf425765
ca2-fdb8417e3a94f2d5fc68,MFT,bsc,a4d1e4e403828a67b01ac4b5042b282f3d264b23ba4b9c7f331bd6ff6cef457b,cases/ca2-fdb8417e3a94f2d5fc68.json,433af990d499de9dd9ad19bb631463238632abe918ddb89d10ba15f396568c17,true,HISTORICAL_SNAPSHOT_VERIFIED,bf5b0ee1b3635a731b4c254808304a829b6f2e3f0e97ed8bf1d3ecf267cdaecf,bf5b0ee1b3635a731b4c254808304a829b6f2e3f0e97ed8bf1d3ecf267cdaecf,alchemy,infura,true,true,cases/ca2-fdb8417e3a94f2d5fc68.json,4e4bb908f181822a0d3258d6c2e2d506781a595db9324174eae52b7ca64ee2d1
ca2-b9bec467ee94f3fb52c2,MicDao,bsc,05ad532bb3d5526c5f3435f7e7778050e088ed2d3cc696556eea517d7c9f72e4,cases/ca2-b9bec467ee94f3fb52c2.json,26e8ee970deae5c28c3806e7e6c02927ff960e810df75ee4c8e51a4ce6080333,true,HISTORICAL_SNAPSHOT_VERIFIED,40190f63445f94bc68071069d6c405b28100c895fc9e7b98c48c24d639b26540,40190f63445f94bc68071069d6c405b28100c895fc9e7b98c48c24d639b26540,alchemy,infura,true,true,cases/ca2-b9bec467ee94f3fb52c2.json,a20ef7aed3118b52e4b9358001e2e8d570feac94322d0bd5fe9f8b7d8051dc45
