case_id,case_name,chain,input_row_sha256,envelope_path,envelope_sha256,counter_authority,historical_snapshot_status,historical_snapshot_source_receipt_sha256,historical_snapshot_identity_receipt_sha256,historical_snapshot_source_provider_family,historical_snapshot_identity_provider_family,historical_snapshot_schema_valid,historical_snapshot_hash_bound,case_artifact_path,case_artifact_sha256
ca2-5ec981d26607ce3dec41,- ThoreumFinance,bsc,59da8fdd67d895e05e3eb415c109c1bb28d1416e6bfb6e7b70625e4eaa2f1240,cases/ca2-5ec981d26607ce3dec41.json,b5a4b6d307e0a2fed6bd67e784edc029df321027482bcc77cbcd0748d1ea728a,true,HISTORICAL_SNAPSHOT_VERIFIED,05edddd45d9a7e9557a070a9ff070c7ee36826bf5762723be77a15472b1c2d50,05edddd45d9a7e9557a070a9ff070c7ee36826bf5762723be77a15472b1c2d50,alchemy,infura,true,true,cases/ca2-5ec981d26607ce3dec41.json,8f4dcd5566052401a9640afbf6d8c792373e8a0b73b5c7ed4135dbf718c8f2a9
ca2-c9c1817a98610ef26f01,88mph,ethereum,45a37210aad0a6002b9a69c89f8a8d7f8243bb0797c992dc1067b223b179dd2e,cases/ca2-c9c1817a98610ef26f01.json,93e9c4ce88a0a95a92e0337e0fa7cb6e9fdccb0f6cc69822ca6cbf7a653b25ba,true,HISTORICAL_SNAPSHOT_VERIFIED,312d5906d87bf8cb49653b13954a310009d5af0dcfaa23f06f3bcc92c6e74c46,312d5906d87bf8cb49653b13954a310009d5af0dcfaa23f06f3bcc92c6e74c46,alchemy,infura,true,true,cases/ca2-c9c1817a98610ef26f01.json,2fde88aa30a8f3666a03d93e8c5f2be95196abc39c084ab17b6fb34a41228cb1
ca2-6330139e9160d6464fd9,ATMBlindBox,bsc,bda3b3c4cdd9eaf5cd022152504ce35ccf423df50df9676fa13f44f05759fe0a,cases/ca2-6330139e9160d6464fd9.json,75cf5623f3d817f42c3333be8b0cc6db9a0380909b79c6b50468918e521e418a,true,HISTORICAL_SNAPSHOT_VERIFIED,c4c2c7b372db5a3196062dba8a481081e5bd2616741893336c3b83454e7b5276,c4c2c7b372db5a3196062dba8a481081e5bd2616741893336c3b83454e7b5276,alchemy,infura,true,true,cases/ca2-6330139e9160d6464fd9.json,63abcb0c985695d5a638a054ba7ca091cf7ceff07447aea35f0a2b8f477f0931
ca2-ea9f778a9d9aef43fc02,ActivePoolUrgentRedemption,ethereum,e8a626c410a80d0262cc65279a3faab09c02b13a796b89fae7f9cec722ec7efe,cases/ca2-ea9f778a9d9aef43fc02.json,8f5a577cd2fdf9b4d926ef4aea66405fdfa976c26c646b6ca165d6d3807bf6a2,true,HISTORICAL_SNAPSHOT_VERIFIED,5381211fd1c4be4cd8429061c701f1ea18b596954e49def47aab35acd6f31e3f,5381211fd1c4be4cd8429061c701f1ea18b596954e49def47aab35acd6f31e3f,alchemy,infura,true,true,cases/ca2-ea9f778a9d9aef43fc02.json,e9ea4625f27fe7880ce1645ae43c26ee4917e2573020ba63b61a9011d8bd94f9
ca2-5600aac7a0790bee4d8c,AutoPooledTradingBot,ethereum,1833a7f26d81283ee606a937184e4fc6c98025096d855baa01929acdd7f68e8d,cases/ca2-5600aac7a0790bee4d8c.json,3558013eab07650ad9d2883da6a19162e41c5edd9dd2dae0bc46189a3b956a92,true,HISTORICAL_SNAPSHOT_VERIFIED,1f6e7860f305575e04819ca02a389779d5a8606f8e2b24cb478b30875daa617c,1f6e7860f305575e04819ca02a389779d5a8606f8e2b24cb478b30875daa617c,alchemy,infura,true,true,cases/ca2-5600aac7a0790bee4d8c.json,d09c7682507aa114fa4c8b2c347ba7f657dd3aa47235d2e88020a6d7b8140059
ca2-5e2c8b988ed2dd09b840,BaseBebopSettlement,base,9783d7d2bf87ce5ec347e58f708aa069a72002c1a50cf4379971bcd84353fb34,cases/ca2-5e2c8b988ed2dd09b840.json,b673833b0c4e1a60cf852d1831d37fdc59830650a9ae865768307de40da5df3d,true,HISTORICAL_SNAPSHOT_VERIFIED,80d78f3b013ad4d590f916a5336257e46861b774b88817bb58664076d084099e,80d78f3b013ad4d590f916a5336257e46861b774b88817bb58664076d084099e,alchemy,infura,true,true,cases/ca2-5e2c8b988ed2dd09b840.json,caea9e0d36dfd8015610a47b0739674a273dd5ef2b0a04e34884202892c5f251
ca2-324926ca92042b3a084e,BetaPresale,bsc,90a55a646a6f508b6813781b5213818eb9c680936f8bd4d75af3a396e28cbcad,cases/ca2-324926ca92042b3a084e.json,8802f9815801c97e3ccd7b244169178a89b98d9e9bc535d4ce339b56eff394e5,true,HISTORICAL_SNAPSHOT_VERIFIED,4ae63441fef89850b598b44ffba0a4648ffa32256f5bc935f70852f01590efad,4ae63441fef89850b598b44ffba0a4648ffa32256f5bc935f70852f01590efad,alchemy,infura,true,true,cases/ca2-324926ca92042b3a084e.json,b51554a268b1f016620b2a356bb3a15167ba3f757c7318bbdf38490a61ea1247
ca2-5d15ea73c6fd71a4407d,BitCrown,bsc,9bcee2f2ca227dc0a9d77c8ca8f11ea3cfc14327ba3cc11a440673a55942ae78,cases/ca2-5d15ea73c6fd71a4407d.json,631ef1ba31966a124dcfdca70ebfc730a34d5cbfc125d2c6572e94287f3493c4,true,HISTORICAL_SNAPSHOT_VERIFIED,659494c41d9e37cfcb8a8d0bc41b6d70435ef3338a845c90582a428d3b14c451,d624ca847361d60e2e1d2988dbde9b3fbdc16dd52125ab9ce14e935e48a21a2d,alchemy,infura,true,true,cases/ca2-5d15ea73c6fd71a4407d.json,ebf2bea34471f90d0b9633d8436d015b5867fa4f8b3484d57be65035b38d6291
ca2-2fce7b426138574319d9,Bitallx,bsc,caed93e38b029c6fe08a28ab8ae886c4b513e98381161bf78f13488baefbdc72,cases/ca2-2fce7b426138574319d9.json,ec015d62798751130cc8ff33eaeac18780202b8ad6448592bb5c8a434f1adeed,true,HISTORICAL_SNAPSHOT_VERIFIED,687e89193934ae97b9131e680e537feb43600cc42824acbd5d80ee626baf03a2,687e89193934ae97b9131e680e537feb43600cc42824acbd5d80ee626baf03a2,alchemy,infura,true,true,cases/ca2-2fce7b426138574319d9.json,d8fcbe9ee676d3bf17ce563992432d28481b22f17e5953c860ce0e4638c578c1
ca2-b801a4d001ea7844b2c0,CookFinanceIssuance,bsc,353d1289291f7e39ed73e76c835d6f2d11b1dc67716b65e1db09b05ca25c7a57,cases/ca2-b801a4d001ea7844b2c0.json,f8d92f08b390660ea21e2195eb7d83e31b80a57fa95b705c0a3cc2e5009457bd,true,HISTORICAL_SNAPSHOT_VERIFIED,281b806a75f5a5997ba797b9779704c2ee90452624f6d482bc164afa48d41ba7,b00f2cfb836b43943620b180c7f1102a4fdad24ef6627ff4735a26c3b73644fe,alchemy,infura,true,true,cases/ca2-b801a4d001ea7844b2c0.json,6e4e073882e8ad0b694496db179435d6aac2e1df6fa8d939948ca604df4e9b66
